35178	37,564148
47809	49,965858
1742	1,197069
27221	28,216614
27745	26,222500
1347	0,804046
2493	4,454255
2214	1,704097
2236	1,612092
4926	4,259244
52208	44,923569
18424	16,647952
6325	5,795331
3278	4,493257
47087	50,881910
41978	34,346964
2914	2,033116
57213	64,386683
4631	2,750157
31972	29,764702
2512	2,407138
2513	1,295074
29068	24,089378
20542	16,803961
4236	2,014116
16418	14,831848
5933	6,738386
15244	12,070690
2446	2,219127
2316	1,258072
841	1,156066
2920	1,624093
13640	11,626665
22300	18,726071
1700	0,962055
14735	12,383709
3188	2,030116
29192	24,894424
3943	2,368135
14246	10,813618
2565	1,139065
44674	42,955456
2802	1,849105
9877	8,237471
8128	5,851335
34240	32,301847
37460	33,784933
2636	1,524087
5932	3,336191
40134	41,991402
29262	38,877224
4079	2,504143
6740	5,058290
2098	1,626093
1210	0,699040
25060	29,339678
38936	34,436970
2332	1,252072
3794	4,240242
14815	12,932740
21437	23,155325
992	0,869050
2473	3,349191
12791	10,186582
32570	31,342793
7148	4,393251
20522	17,646009
51801	56,104209
4300	2,160124
27564	25,603464
7988	5,328305
7864	4,732271
32453	26,606522
4894	3,594206
13016	9,035516
3915	1,739099
2191	1,718098
1678	0,994056
3813	2,711155
3735	2,148123
596	0,650037
78632	71,650098
3080	1,949112
18025	15,780903
30734	31,003773
29034	31,078778
2545	0,991057
5608	3,618207
21019	21,683240
21283	22,627294
22903	19,846135
13967	9,849563
720	0,304017
2680	1,324076
528	0,232013
18859	14,539832
1590	1,096063
60876	58,606352
3434	2,733157
